mno_faction_orders_gather|强 制 集 合 军 队 。 
mno_faction_orders_increase_time|增 加 上 次 进 攻 至 今 时 间 24小 时 。 
mno_faction_orders_rethink|强 制 更 改 战 略 。 
mno_faction_orders_rethink_all|所 有 阵 营 强 制 更 改 战 略 。 
mno_faction_orders_init_econ|重 置 经 济 数 据 。 
menu_character_report|{s9}
mno_continue_a|作 弊 ： 增 加 统 治 权 （ +10） 
mno_continue_b|作 弊 ： 增 加 {s14}的 好 感 
mno_continue_c|作 弊 ： 增 加 荣 誉 （ +10） 
mno_continue_d|作 弊 ： 增 加 声 望 （ +50） 
mno_continue_e|作 弊 ： 增 加 说 服 力 
menu_party_size_report|{s1}
menu_faction_relations_report|{s1}
menu_camp|营 地 已 经 建 好 了 ， 你 想 要 做 什 么 ？ 
mno_mod_menu|MOD菜 单 … … 
mno_toggle_weapons|让 所 有 同 伴 切 换 到 第 {reg1}套 武 器 。 
mno_camp_manage_inventory|管 理 你 的 物 品 。 
mno_camp_action_1|检 阅 部 队 。 
mno_camp_action|干 点 事 情 。 
mno_camp_wait_here|在 这 里 待 一 会 儿 。 
mno_camp_cheat|作 弊 啦 ！ 
menu_camp_cheat|选 择 作 弊 项 目 ： 
mno_camp_cheat_find_item|查 找 一 件 物 品 … … 
mno_camp_cheat_change_weather|改 变 天 气 … … 
mno_camp_cheat_1|增 加 主 角 声 望 （ +100） 。 
mno_camp_cheat_2|增 加 主 角 荣 誉 （ +1） 。 
mno_camp_cheat_3|更 新 政 治 信 息 。 
mno_camp_cheat_4|更 新 人 物 信 息 。 
mno_camp_cheat_5|更 新 诗 人 位 置 。 
mno_camp_cheat_6|无 限 露 营 
mno_cheat_faction_orders_a|测 试 ： 显 示 全 部 的 Debug的 信 息 。 
mno_cheat_faction_orders_b|测 试 ： 只 显 示 经 济 方 面 的 Debug信 息 。 
mno_cheat_faction_orders_c|测 试 ： 只 显 示 政 治 方 面 的 Debug信 息 。 
mno_back_to_camp_menu|返 回 营 地 菜 单 。 
menu_cheat_find_item|当 前 物 品 范 围 ： {reg5}至 {reg6}
mno_cheat_find_item_next_range|下 一 组 物 品 。 
mno_cheat_find_item_choose_this|选 择 查 看 此 范 围 物 品 。 
mno_camp_action_4|返 回 营 地 菜 单 。 
menu_cheat_change_weather|当 前 游 戏 云 的 浓 度 ： {reg5}^当 前 游 戏 雾 的 浓 度 ： {reg6}
mno_cheat_increase_cloud|增 加 云 的 浓 度 。 
mno_cheat_decrease_cloud|减 少 云 的 浓 度 。 
mno_cheat_increase_fog|增 加 雾 的 浓 度 。 
mno_cheat_decrease_fog|减 少 雾 的 浓 度 。 
menu_camp_action|选 择 你 要 做 的 事 ： 
mno_camp_recruit_prisoners|从 俘 虏 中 募 兵 。 
mno_action_read_book|选 一 本 书 读 。 
mno_action_rename_kingdom|重 命 名 你 的 王 国 。 
mno_action_modify_banner|更 改 你 的 旗 帜 。 
mno_action_retire|从 冒 险 生 涯 中 退 役 。 
menu_camp_recruit_prisoners|你 答 应 这 些 俘 虏 ， 如 果 他 们 加 入 你 的 话 ， 你 就 给 他 们 以 自 由 。 {s18}
mno_camp_recruit_prisoners_accept|接 受 。 
mno_camp_recruit_prisoners_reject|拒 绝 。 
menu_camp_no_prisoners|你 没 有 俘 虏 可 以 招 募 。 
menu_camp_action_read_book|选 一 本 书 读 ： 
mno_action_read_book_1|{s1}。 
mno_action_read_book_2|{s1}。 
mno_action_read_book_3|{s1}。 
mno_action_read_book_4|{s1}。 
mno_action_read_book_5|{s1}。 
mno_action_read_book_6|{s1}。 
mno_action_read_book_7|{s1}。 
menu_camp_action_read_book_start|{s1}
menu_retirement_verify|你 现 在 的 时 间 是 {reg0}天 。 运 气 是 {reg1}。 你 确 实 想 要 从 这 场 冒 险 中 退 出 吗 ？ 
mno_retire_yes|是 的 。 
mno_retire_no|不 。 
menu_end_game|去 意 已 决 ， 你 决 定 放 弃 冒 险 者 的 生 活 ， 安 定 下 来 。 你 卖 掉 了 所 有 的 武 器 与 甲 胄 ， 收 拾 起 行 囊 ， 策 马 奔 向 夕 阳 的 余 辉 之 中 … … 
mno_end_game_bye|再 会 。 
menu_cattle_herd|你 遇 到 了 一 群 牛 。 
mno_cattle_drive_away|驱 赶 牛 群 前 进 。 
mno_cattle_stop|让 牛 群 停 下 。 
mno_cattle_kill|屠 宰 其 中 的 一 些 。 
mno_leave|离 开 
menu_cattle_herd_kill|你 想 屠 宰 几 头 ？ 
mno_cattle_kill_1|一 只 。 
mno_cattle_kill_2|二 只 。 
mno_cattle_kill_3|三 只 。 
mno_cattle_kill_4|四 只 。 
mno_cattle_kill_5|五 只 。 
menu_arena_duel_fight|你 和 你 的 对 手 准 备 决 斗 。 
menu_simple_encounter|{s2}你 将 以 {reg10}人 的 部 队 迎 战 对 手 {reg11}人 。 
mno_encounter_attack|攻 入 敌 阵 ！ 
mno_encounter_order_attack|坐 镇 指 挥 ， 让 你 的 部 队 进 攻 。 
mno_encounter_leave|离 开 。 
mno_encounter_retreat|以 留 下 少 量 部 队 掩 护 为 代 价 撤 退 。 
mno_encounter_surrender|投 降 。 
menu_encounter_retreat_confirm|队 员 中 最 高 战 术 技 能 为 {reg2}级 ， 因 此 {reg3?你 制 定 :{s3}制 定 }了 一 个 计 划 ， 来 让 你 和 你 大 部 分 的 部 队 可 以 活 着 退 出 战 斗 ， 但 是 你 必 须 牺 牲 {reg4}个 战 士 来 进 行 掩 护 。 
mno_leave_behind|实 行 计 划 。 这 些 战 士 的 牺 牲 将 拯 救 其 余 部 队 。 
mno_dont_leave_behind|不 ， 我 们 不 会 牺 牲 任 何 一 个 战 友 。 
menu_encounter_retreat|你 命 令 {reg4}阻 击 敌 人 ， 同 时 率 领 其 余 部 队 撤 退  。 
menu_order_attack_begin|你 的 部 队 已 经 做 好 了 战 斗 准 备 。 
mno_order_attack_begin|下 令 攻 击 。 
mno_call_back|召 回 他 们 。 
menu_order_attack_2|{s4}^^ 我 军 人 员 伤 亡 ： {s8}^^ 敌 军 人 员 伤 亡 ： {s9}
mno_order_attack_continue|命 令 士 兵 继 续 进 攻 。 
mno_order_retreat|召 回 你 的 士 兵 。 
menu_battle_debrief|{s11}伤 亡 ： ^^ 我 军 伤 亡 ： {s8}{s10}^^ 敌 军 伤 亡 ： {s9}
menu_total_victory|你 不 该 看 这 个 … … {s9}
menu_enemy_slipped_away|{s17}
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|你 遇 到 {s2}正 在 攻 击 {s1}， 你 决 定 … … 
mno_pre_join_help_attackers|对 {s2}施 以 援 手 。 
mno_pre_join_help_defenders|对 {s1}施 以 援 手 。 
mno_pre_join_leave|不 卷 入 纷 争 。 
menu_join_battle|你 决 定 帮 助 {s2}对 抗 {s1}， 你 将 有 {reg10}名 士 兵 参 加 战 斗 对 抗 {reg11}个 敌 人 。 
mno_join_attack|攻 入 敌 阵 ！ 
mno_join_order_attack|仅 仅 让 你 的 士 兵 加 入 你 的 盟 友 。 
mno_join_leave|离 开 。 
menu_join_order_attack|{s4}^^ 我 军 伤 亡 ： {s8}^^ 盟 军 伤 亡 ： {s9}^^ 敌 军 伤 亡 ： {s10}
menu_zendar|你 进 入 了 禅 达 镇 。 
mno_zendar_enter|【 进 入 】 
mno_zendar_enter_door|去 镇 广 场 。 
mno_zendar_tavern|【 进 入 】 
mno_zendar_tavern_door|进 入 酒 馆 。 
mno_zendar_merchant|【 进 入 】 
mno_zendar_merchant_door|进 入 商 店 。 
mno_zendar_arena|【 进 入 】 
mno_zendar_arena_door|进 入 竞 技 场 。 
mno_town_1_leave|【 进 入 】 
menu_salt_mine|你 进 入 了 盐 矿 。 
mno_enter|进 入 
menu_four_ways_inn|你 进 入 了 四 方 客 栈 。 
menu_test_scene|你 进 入 了 测 试 场 景 。 
menu_dhorak_keep|你 进 入 了 多 拉 克 要 塞 。 
menu_join_siege_outside|{s1}正 被 {s2}围 攻 。 
mno_approach_besiegers|进 入 围 城 营 地 。 
mno_pass_through_siege|穿 过 围 城 进 入 {s1}。 
menu_cut_siege_without_fight|围 城 方 放 你 进 入 了 城 堡 。 
menu_besiegers_camp_with_allies|{s1}依 然 被 围 困 中 ， 你 和 你 的 部 队 在 上 空 飞 扬 着 {s2}的 旗 帜 的 围 城 营 地 那 里 被 热 烈 的 欢 迎 了 。 
mno_talk_to_siege_commander|要 求 和 指 挥 官 会 面 。 
mno_join_siege_with_allies|加 入 下 一 轮 的 攻 城 。 
mno_join_siege_stay_back|坐 镇 指 挥 ， 让 你 的 部 队 协 助 下 一 轮 的 攻 城 。 
menu_castle_outside|你 在 {s2}的 外 面 。 {s11}{s3}{s4}
mno_approach_gates|走 近 城 门 ， 叫 守 卫 出 来 。 
mno_town_sneak|伪 装 ， 偷 偷 溜 进 {s7}里 去 。 
mno_castle_start_siege|围 攻 {reg6?城 镇 :城 堡 }
mno_cheat_castle_start_siege|作 弊 ： 围 攻 {reg6?城 镇 :城 堡 }… … 
mno_castle_leave|离 开 。 
mno_castle_cheat_interior|测 试 ： 内 部 地 图 。 
mno_castle_cheat_exterior|测 试 ： 外 部 地 图 。 
mno_castle_cheat_town_walls|测 试 ： 城 墙 地 图 。 
menu_castle_guard|你 走 近 了 城 门 。 城 墙 上 的 守 卫 正 紧 盯 着 你 。 
mno_request_shelter|要 求 进 入 城 堡 。 
mno_request_meeting_commander|要 求 和 城 堡 中 的 某 人 会 面 。 
mno_guard_leave|离 开 。 
menu_castle_entry_granted|简 短 的 等 待 之 后 ， 守 卫 打 开 了 城 门 ， 允 许 你 和 你 的 部 队 进 入 城 中 。 
menu_castle_entry_denied|城 堡 中 的 指 挥 官 拒 绝 了 你 的 请 求 ， 禁 止 你 走 近 城 池 一 步 ， 否 则 守 军 就 会 向 你 发 起 攻 击 。 
menu_castle_meeting|你 想 要 见 谁 ？ 
mno_castle_meeting_prev|上 一 页 。 
mno_castle_meeting_character1|{s5}。 
mno_castle_meeting_character2|{s5}。 
mno_castle_meeting_character3|{s5}。 
mno_castle_meeting_character4|{s5}。 
mno_castle_meeting_character5|{s5}。 
mno_castle_meeting_character6|{s5}。 
mno_castle_meeting_character7|{s5}。 
mno_castle_meeting_character8|{s5}。 
mno_castle_meeting_character9|{s5}。 
mno_castle_meeting_next|下 一 页 。 
mno_forget_it|算 了 。 
menu_castle_meeting_selected|你 的 会 面 请 求 传 达 进 去 后 ， 最 终 {s6}出 现 在 庭 院 中 与 你 会 谈 。 
menu_castle_besiege|你 正 在 围 攻 {s1}。 {s2}{s3}
mno_siege_request_meeting|要 求 和 城 堡 的 指 挥 官 会 面 。 
mno_wait_24_hours|等 到 明 天 。 
mno_castle_lead_attack|亲 自 率 领 攻 城 。 
mno_attack_stay_back|坐 镇 指 挥 ， 让 你 的 部 队 攻 击 … … 
mno_build_ladders|制 作 爬 墙 梯 ， 准 备 进 攻 城 墙 。 
mno_build_siege_tower|建 立 攻 城 塔 。 
mno_cheat_castle_lead_attack|作 弊 ： 瞬 间 建 造 攻 城 装 备 。 
mno_cheat_conquer_castle|作 弊 ： 直 接 占 领 。 
mno_lift_siege|放 弃 围 城 。 
menu_siege_attack_meets_sally|防 守 方 出 城 迎 战 。 
menu_castle_besiege_inner_battle|{s1}
menu_construct_ladders|队 员 中 最 高 工 程 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s3}预 期 }需 要 {reg4}小 时 来 安 设 云 梯 。 
mno_build_ladders_cont|开 始 制 作 … … 
menu_construct_siege_tower|队 员 中 最 高 工 程 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s3}预 期 }需 要 {reg4}小 时 来 建 立 攻 城 塔 。 
mno_build_siege_tower_cont|开 始 建 造 。 
menu_castle_attack_walls_simulate|{s4}^^ 我 军 伤 亡 ： {s8}^^ 敌 军 伤 亡 ： {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^ 我 军 伤 亡 ： {s8}^^ 盟 军 伤 亡 ： {s9}^^ 敌 军 伤 亡 ： {s10}
menu_castle_taken_by_friends|这 里 已 经 没 什 么 好 看 的 了 。 
menu_castle_taken|你 的 部 队 攻 陷 了 {s3}， 现 在 你 已 经 完 全 地 掌 控 了 这 个 {reg2?城 镇 :城 堡 }。 {reg1?你 可 在 此 驻 扎 部 队 ， 防 止 敌 人 试 图 夺 回 。 同 时 ， 你 可 以 选 择 保 留 这 座 {reg2?城 镇 :城 堡 }给 自 己 或 者 分 封 给 某 个 忠 诚 的 部 下 … … :}
menu_castle_taken_2|你 的 部 队 攻 陷 了 {s3}， 现 在 你 已 经 完 全 地 掌 控 了 这 个 城 堡 。 现 在 应 该 把 这 个 胜 利 的 消 息 传 报 给 {s9}了 。 {s5}
mno_castle_taken_claim|要 求 他 把 {s3}封 给 你 。 
mno_castle_taken_claim_2|要 求 他 把 {s3}封 给 你 的 配 偶 。 
mno_castle_taken_no_claim|不 要 求 任 何 奖 赏 。 
menu_requested_castle_granted_to_player|你 从 国 王 {s3}那 得 知 。 ^^ {reg4?她 :他 }决 定 将 {s2}{reg3?及 附 近 的 {s4}村 :}封 给 你 ， 附 带 那 里 所 有 的 收 入 和 权 益 ， 条 件 是 在 这 期 间 你 要 保 持 宣 誓 效 忠 于 {reg4?她 :他 }的 名 下 。 
menu_requested_castle_granted_to_player_husband|你 从 国 王 {s3}那 得 知 。 ^^ {reg4?她 :他 }决 定 将 {s2}{reg3?及 附 近 的 {s4}村 :}封 给 你 的 丈 夫 ， {s7}。 
menu_requested_castle_granted_to_another|你 从 国 王 {s3}那 得 知 。 ^^ 我 听 闻 你 攻 下 {s2}的 英 勇 之 举 。 你 的 胜 利 极 大 的 鼓 舞 了 我 们 。 你 请 求 获 得 这 座 城 堡 ， 但 恐 怕 我 无 法 答 应 ， 因 你 已 在 我 的 王 国 中 已 经 有 重 要 封 地 。 我 已 送 你 {reg6}第 纳 尔 以 补 贴 战 役 开 支 ， 而 {s2}， 我 会 把 它 封 给 {s5} 。 
mno_accept_decision|接 受 君 主 的 决 定 。 
mno_leave_faction|你 受 到 了 不 公 正 的 对 待 ！ 你 决 定 放 弃 你 对 你 的 君 主 所 发 的 誓 言 ！ 
menu_requested_castle_granted_to_another_female|你 从 国 王 {s3}那 得 知 。 ^^ 我 听 闻 你 攻 下 {s2}的 英 勇 之 举 。 你 的 胜 利 极 大 的 鼓 舞 了 我 们 。 你 请 求 由 你 的 丈 夫 获 得 这 座 城 堡 ， 但 恐 怕 我 无 法 答 应 ， 因 他 已 在 我 的 王 国 中 已 经 有 重 要 封 地  。 所 以 我 送 你 {reg6}第 纳 尔 作 为 你 的 军 费 开 支 ， 而 {s2}， 我 会 把 它 封 给 {s5} 。 
menu_leave_faction|宣 布 解 除 誓 言 是 严 重 的 举 动 。 你 的 领 主 可 能 会 责 难 你 并 没 收 你 的 土 地 和 城 堡 。 然 而 ， 若 你 自 愿 归 还 ， 他 或 会 宽 恕 这 次 叛 逆 而 不 动 干 戈 。 
mno_leave_faction_give_back|解 除 誓 言 并 放 弃 所 有 的 领 地 。 
mno_leave_faction_hold|放 弃 誓 言 。 并 以 自 己 的 名 义 统 治 已 有 的 封 地 ， 包 括 {s2}。 
mno_leave_faction_cancel|我 改 变 主 意 了 。 我 还 是 对 我 的 君 主 效 忠 。 
menu_give_center_to_player|获 赐 新 封 地 ！ {s1}将 {s2}赏 赐 给 你 。 你 的 选 择 是 ？ 
mno_give_center_to_player_accept|接 受 此 提 议 。 
mno_give_center_to_player_reject|拒 绝 ， 你 不 想 要 {s2}。 
menu_give_center_to_player_2|短 暂 的 仪 式 之 后 ， 你 已 受 封 新 封 地 。 你 现 在 是 {s2}{reg3?和 从 属 的 {s4}村 :}的 新 领 主 。 {reg3?它 们 :它 }会 成 为 你 新 的 封 地 。 你 现 在 可 征 收 那 里 的 租 金 和 收 入 ， 从 民 中 征 募 士 兵 ， 并 按 照 所 愿 管 理 土 地 。 但 你 也 需 保 护 封 地 和 人 民 免 受 伤 害 ， 并 维 持 法 律 与 秩 序 。 
menu_oath_fulfilled|你 曾 与 {s1}签 订 服 务 合 约， 为 其 效 力 一 段 时 间 。 合 同 现 已 到 期 。 你 将 准 备 怎 么 办 ？ 
mno_renew_oath|与 {s1}续 签 合 约 ， 再 服 务 一 个 月 。 
mno_dont_renew_oath|恢 复 自 由 身 。 
menu_siege_started_defender|{s1}正 向 {s2}的 城 墙 发 起 攻 击 。 你 有 {reg10}人 可 以 参 战 对 抗 敌 人 的 {reg11}人 。 你 决 定 … … 
mno_siege_defender_join_battle|参 加 战 斗 。 
mno_siege_defender_troops_join_battle|坐 镇 指 挥 ， 让 你 的 部 队 攻 击 。 
menu_siege_join_defense|{s4}^^ 我 军 伤 亡 ： {s8}^^ 盟 军 伤 亡 ： {s9}^^ 敌 军 伤 亡 ： {s10}
menu_enter_your_own_castle|{s10}
menu_village|{s10}{s12}^{s11}^{s6}{s7}
mno_village_manage|管 理 这 个 村 庄 。 
mno_recruit_volunteers|征 募 志 愿 兵 。 
mno_village_center|前 往 村 中 心 。 
mno_village_center_door|村 庄 中 心 的 大 门 。 
mno_meet_with_village_elder|会 见 村 长 。 
mno_auto_trade|自 动 交 易 。 
mno_village_buy_food|向 村 民 购 买 给 养 。 
mno_village_attack_bandits|进 攻 强 盗 。 
mno_village_wait|在 此 驻 留 一 段 时 间 。 
mno_collect_taxes_qst|为 {s1}{reg5?继 续 征 税 :征 税 }。 
mno_train_peasants_against_bandits_qst|训 练 农 民 。 
mno_village_hostile_action|采 取 敌 对 行 动 。 
mno_village_leave|离 开 … … 
mno_village_cheat|作 弊 菜 单 … … 
menu_village_cheat|选 择 作 弊 项 目 ： 
mno_cheat_village_relation|作 弊 ： 增 加 你 与 村 庄 的 关 系 。 
mno_village_reports|测 试 ： 查 看 报 告 。 
menu_village_hostile_action|你 想 采 取 何 种 行 动 ？ 
mno_village_take_food|强 征 物 资 。 
mno_village_steal_cattle|偷 盗 牲 畜 。 
mno_village_loot|掠 夺 村 庄 ， 然 后 付 之 一 炬 ！ 
menu_recruit_volunteers|{s18}
mno_continue_not_enough_gold|我 没 有 足 够 的 钱 … … 
mno_recruit_them|收 编 他 们 （ {reg6}第 纳 尔 ）。 
menu_village_hunt_down_fugitive_defeated|逃 犯 的 一 记 重 击 将 你 击 倒 在 地 ， 你 记 得 天 旋 地 转 ， 眼 前 一 暗 。 当 你 再 次 睁 开 眼 睛 的 时 候 ， 发 现 自 己 遍 体 鳞 伤 ， 幸 运 的 是 没 有 致 命 伤 。 
menu_village_infest_bandits_result|{s9}
menu_village_infestation_removed|在 一 场 可 歌 可 泣 的 战 斗 中 ， 你 和 你 的 同 伴 打 败 了 强 盗 ， 让 这 里 重 获 安 宁 。 经 历 劫 难 后 ， 村 民 几 乎 一 无 所 有 ， 但 仍 将 能 找 到 的 一 切 献 给 你 。 
mno_village_bandits_defeated_accept|我 接 受 你 们 的 赠 品 。 
mno_village_bandits_defeated_cont|你 们 比 我 更 需 要 这 些 东 西 。 你 们 的 感 谢 已 经 足 够 了 。 
menu_center_manage|{s19}^{reg6?^^ 你 现 在 正 在 建 造 {s7}。 这 个 建 筑 将 于 {reg8}{reg9?日 :日 }后 完 成 。 :}
mno_center_build_manor|建 造 一 座 庄 园 。 
mno_center_build_fish_pond|建 造 一 座 磨 坊 。 
mno_center_build_watch_tower|建 造 一 座 嘹 望 塔 。 
mno_center_build_school|建 造 一 所 学 校 。 
mno_center_build_messenger_post|建 造 一 个 信 站 。 
mno_center_build_prisoner_tower|建 造 一 座 监 狱 塔 。 
menu_center_improve|{s19}队 员 中 最 高 工 程 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s3}预 期 }建 造 {s4}要 花 费 {reg5}第 纳 尔 ， 升 级 需 要 {reg6}日 。 
mno_improve_cont|继 续 … … 
mno_improve_not_enough_gold|没 钱 。 
menu_town_bandits_failed|{s4}{s5}
menu_town_bandits_succeeded|匪 帮 在 你 面 前 如 麦 穗 遇 刈 刀 般 倒 下 ！ 不 久 ， 你 独 立 街 头 ， 多 数 袭 击 者 或 昏 迷 、 或 死 亡 、 或 在 濒 死 边 缘 。 搜 查 尸 体 时 ， 你 发 现 一 个 钱 袋 ， 必 定 属 于 这 群 野 蛮 之 人 先 前 的 受 害 者 。 又 或 许 ， 这 是 某 人 给 他 们 的 ， 企 图 安 排 你 的 末 路 。 
menu_village_steal_cattle_confirm|队 员 中 最 高 掠 夺 技 能 为 {reg2}级 ， 由 此 {reg3?你 预 期 :{s1}预 期 }你 最 多 可 以 偷 到 {reg4}头 牛 。 
mno_village_steal_cattle_confirm|继 续 … … 
menu_village_steal_cattle|{s1}
menu_village_take_food_confirm|强 迫 农 民 们 准 备 好 物 资 需 要 花 费 至 少 一 个 小 时 。 
mno_village_take_food_confirm|可 以 。 
menu_village_take_food|村 民 们 勉 强 交 出 了 一 些 给 养 。 
mno_take_supplies|带 走 。 
mno_let_them_keep_it|让 他 们 留 着 吧 。 
menu_village_start_attack|一 些 愤 怒 的 村 民 抓 起 农 具 ， 准 备 抵 抗 你 的 掠 夺 。 
mno_village_raid_attack|镇 压 他 们 。 
mno_village_raid_leave|离 开 这 个 村 庄 。 
menu_village_loot_no_resist|村 民 们 人 数 稀 少 ， 在 你 的 军 队 前 望 风 而 逃 ， 村 庄 由 你 处 置 了 。 
menu_village_loot_complete|按 你 的 命 令 ， 部 队 洗 劫 了 村 庄 ， 掠 走 一 切 有 价 值 的 东 西 ， 随 后 纵 火 焚 烧 建 筑 。 从 找 到 的 硬 币 和 贵 重 品 中 ， 你 分 得 了 {reg1}第 纳 尔 。 
menu_village_loot_defeat|村 民 们 以 极 大 的 勇 气 和 决 心 ， 团 结 一 致 ， 赶 跑 了 你 的 军 队 。 
menu_village_loot_continue|你 还 想 继 续 洗 劫 这 个 村 子 吗 ？ 
mno_disembark_yes|是 的 。 
mno_disembark_no|不 。 
menu_close|没 事 。 
menu_town|{s10}{s14}^{s11}{s12}{s13}
mno_castle_castle|进 入 领 主 大 厅 {s1}。 
mno_castle_castle_door|城 堡 大 门 。 
mno_town_meeting|和 城 堡 中 的 某 人 会 面 。 
mno_town_castle|进 入 城 堡 {s1}。 
mno_town_castle_door|城 堡 大 门 。 
